关卡ID,章节id,名称,怪物库,难度,需要玩家等级,经验奖励,关卡等级,遇多少次怪,,掉落库,三星通关时间,星级奖励,体力消耗,指定部下增加血量或怒气,增加奧義能量,关卡礼包npcEntryId,礼包有效期,容错
1660,1066,火云洞8_10,"[2]=166002,[3]=166003,[4]=166004,[5]=166005,[6]=166006,[8]=166008,[9]=166009,[10]=166010,[11]=166011,[12]=166012",1,120,6366000,120,3,,,120,,0,,,,,0
1661,1067,火云洞9_1,[10]=166110,1,120,6366000,120,3,,,120,,0,,,,,0
1662,1067,火云洞9_2,[10]=166210,1,120,6366000,120,3,,,120,,0,,,,,0
1663,1067,火云洞9_3,"[2]=166302,[3]=166303,[4]=166304,[5]=166305,[6]=166306,[8]=166308,[9]=166309,[10]=166310,[11]=166311,[12]=166312",1,120,6366000,120,3,,,120,,0,,,,,0
1664,1067,火云洞9_4,"[2]=166402,[3]=166403,[4]=166404,[5]=166405,[6]=166406,[8]=166408,[9]=166409,[10]=166410,[11]=166411,[12]=166412",1,120,6366000,120,3,,,120,,0,,,,,0
1665,1067,火云洞9_5,"[2]=166502,[3]=166503,[4]=166504,[5]=166505,[6]=166506,[8]=166508,[9]=166509,[10]=166510,[11]=166511,[12]=166512",1,120,6366000,120,3,,,120,,0,,,,,0
1666,1067,火云洞9_6,"[2]=166602,[3]=166603,[4]=166604,[5]=166605,[6]=166606,[8]=166608,[9]=166609,[10]=166610,[11]=166611,[12]=166612",1,120,6366000,120,3,,,120,,0,,,,,0
1667,1067,火云洞9_7,"[2]=166702,[3]=166703,[4]=166704,[5]=166705,[6]=166706,[8]=166708,[9]=166709,[10]=166710,[11]=166711,[12]=166712",1,120,6366000,120,3,,,120,,0,,,,,0
1668,1067,火云洞9_8,"[2]=166802,[3]=166803,[4]=166804,[5]=166805,[6]=166806,[8]=166808,[9]=166809,[10]=166810,[11]=166811,[12]=166812",1,120,6366000,120,3,,,120,,0,,,,,0
1669,1067,火云洞9_9,"[2]=166902,[3]=166903,[4]=166904,[5]=166905,[6]=166906,[8]=166908,[9]=166909,[10]=166910,[11]=166911,[12]=166912",1,120,6366000,120,3,,,120,,0,,,,,0
1670,1067,火云洞9_10,"[2]=167002,[3]=167003,[4]=167004,[5]=167005,[6]=167006,[8]=167008,[9]=167009,[10]=167010,[11]=167011,[12]=167012",1,120,6366000,120,3,,,120,,0,,,,,0
1671,1068,火云洞10_1,[10]=167110,1,120,6366000,120,3,,,120,,0,,,,,0
1672,1068,火云洞10_2,[10]=167210,1,120,6366000,120,3,,,120,,0,,,,,0
1673,1068,火云洞10_3,[10]=167310,1,120,6366000,120,3,,,120,,0,,,,,0
1674,1068,火云洞10_4,[10]=167410,1,120,6366000,120,3,,,120,,0,,,,,0
1675,1068,火云洞10_5,"[2]=167502,[3]=167503,[4]=167504,[5]=167505,[6]=167506,[8]=167508,[9]=167509,[10]=167510,[11]=167511,[12]=167512",1,120,6366000,120,3,,,120,,0,,,,,0
1676,1068,火云洞10_6,"[2]=167602,[3]=167603,[4]=167604,[5]=167605,[6]=167606,[8]=167608,[9]=167609,[10]=167610,[11]=167611,[12]=167612",1,120,6366000,120,3,,,120,,0,,,,,0
1677,1068,火云洞10_7,[10]=167710,1,120,6366000,120,3,,,120,,0,,,,,0
1678,1068,火云洞10_8,"[2]=167802,[3]=167803,[4]=167804,[5]=167805,[6]=167806,[8]=167808,[9]=167809,[10]=167810,[11]=167811,[12]=167812",1,120,6366000,120,3,,,120,,0,,,,,0
1679,1068,火云洞10_9,[10]=167910,1,120,6366000,120,3,,,120,,0,,,,,0
1680,1068,火云洞10_10,[10]=168010,1,120,6366000,120,3,,,120,,0,,,,,0
1681,1069,火云洞11_1,[10]=168110,1,120,6366000,120,3,,,120,,0,,,,,0
1682,1069,火云洞11_2,[10]=168210,1,120,6366000,120,3,,,120,,0,,,,,0
1683,1069,火云洞11_3,[10]=168310,1,120,6366000,120,3,,,120,,0,,,,,0
1684,1069,火云洞11_4,"[2]=168402,[3]=168403,[4]=168404,[5]=168405,[6]=168406,[8]=168408,[9]=168409,[10]=168410,[11]=168411,[12]=168412",1,120,6366000,120,3,,,120,,0,,,,,0
1685,1069,火云洞11_5,"[2]=168502,[3]=168503,[4]=168504,[5]=168505,[6]=168506,[8]=168508,[9]=168509,[10]=168510,[11]=168511,[12]=168512",1,120,6366000,120,3,,,120,,0,,,,,0
1686,1069,火云洞11_6,"[2]=168602,[3]=168603,[4]=168604,[5]=168605,[6]=168606,[8]=168608,[9]=168609,[10]=168610,[11]=168611,[12]=168612",1,120,6366000,120,3,,,120,,0,,,,,0
1687,1069,火云洞11_7,"[2]=168702,[3]=168703,[4]=168704,[5]=168705,[6]=168706,[8]=168708,[9]=168709,[10]=168710,[11]=168711,[12]=168712",1,120,6366000,120,3,,,120,,0,,,,,0
1688,1069,火云洞11_8,"[2]=168802,[3]=168803,[4]=168804,[5]=168805,[6]=168806,[8]=168808,[9]=168809,[10]=168810,[11]=168811,[12]=168812",1,120,6366000,120,3,,,120,,0,,,,,0
1689,1069,火云洞11_9,"[2]=168902,[3]=168903,[4]=168904,[5]=168905,[6]=168906,[8]=168908,[9]=168909,[10]=168910,[11]=168911,[12]=168912",1,120,6366000,120,3,,,120,,0,,,,,0
1690,1069,火云洞11_10,[10]=169010,1,120,6366000,120,3,,,120,,0,,,,,0
1691,1070,火云洞12_1,[10]=169110,1,120,6366000,120,3,,,120,,0,,,,,0
1692,1070,火云洞12_2,"[2]=169202,[3]=169203,[4]=169204,[5]=169205,[6]=169206,[8]=169208,[9]=169209,[10]=169210,[11]=169211,[12]=169212",1,120,6366000,120,3,,,120,,0,,,,,0
1693,1070,火云洞12_3,"[2]=169302,[3]=169303,[4]=169304,[5]=169305,[6]=169306,[8]=169308,[9]=169309,[10]=169310,[11]=169311,[12]=169312",1,120,6366000,120,3,,,120,,0,,,,,0
1694,1070,火云洞12_4,"[2]=169402,[3]=169403,[4]=169404,[5]=169405,[6]=169406,[8]=169408,[9]=169409,[10]=169410,[11]=169411,[12]=169412",1,120,6366000,120,3,,,120,,0,,,,,0
1695,1070,火云洞12_5,"[2]=169502,[3]=169503,[4]=169504,[5]=169505,[6]=169506,[8]=169508,[9]=169509,[10]=169510,[11]=169511,[12]=169512",1,120,6366000,120,3,,,120,,0,,,,,0
1696,1070,火云洞12_6,[10]=169610,1,120,6366000,120,3,,,120,,0,,,,,0
1697,1070,火云洞12_7,[10]=169710,1,120,6366000,120,3,,,120,,0,,,,,0
1698,1070,火云洞12_8,[10]=169810,1,120,6366000,120,3,,,120,,0,,,,,0
1699,1070,火云洞12_9,[10]=169910,1,120,6366000,120,3,,,120,,0,,,,,0
1700,1070,火云洞12_10,"[2]=170002,[3]=170003,[4]=170004,[5]=170005,[6]=170006,[8]=170008,[9]=170009,[10]=170010,[11]=170011,[12]=170012",1,120,6366000,120,3,,,120,,0,,,,,0
1701,1071,火云洞13_1,"[2]=170102,[3]=170103,[4]=170104,[5]=170105,[6]=170106,[8]=170108,[9]=170109,[10]=170110,[11]=170111,[12]=170112",1,120,6366000,120,3,,,120,,0,,,,,0
1702,1071,火云洞13_2,"[2]=170202,[3]=170203,[4]=170204,[5]=170205,[6]=170206,[8]=170208,[9]=170209,[10]=170210,[11]=170211,[12]=170212",1,120,6366000,120,3,,,120,,0,,,,,0
1703,1071,火云洞13_3,[10]=170310,1,120,6366000,120,3,,,120,,0,,,,,0
1704,1071,火云洞13_4,"[2]=170402,[3]=170403,[4]=170404,[5]=170405,[6]=170406,[8]=170408,[9]=170409,[10]=170410,[11]=170411,[12]=170412",1,120,6366000,120,3,,,120,,0,,,,,0
1705,1071,火云洞13_5,"[2]=170502,[3]=170503,[4]=170504,[5]=170505,[6]=170506,[8]=170508,[9]=170509,[10]=170510,[11]=170511,[12]=170512",1,120,6366000,120,3,,,120,,0,,,,,0
1706,1071,火云洞13_6,"[2]=170602,[3]=170603,[4]=170604,[5]=170605,[6]=170606,[8]=170608,[9]=170609,[10]=170610,[11]=170611,[12]=170612",1,120,6366000,120,3,,,120,,0,,,,,0
1707,1071,火云洞13_7,[10]=170710,1,120,6366000,120,3,,,120,,0,,,,,0
1708,1071,火云洞13_8,"[2]=170802,[3]=170803,[4]=170804,[5]=170805,[6]=170806,[8]=170808,[9]=170809,[10]=170810,[11]=170811,[12]=170812",1,120,6366000,120,3,,,120,,0,,,,,0
1709,1071,火云洞13_9,"[2]=170902,[3]=170903,[4]=170904,[5]=170905,[6]=170906,[8]=170908,[9]=170909,[10]=170910,[11]=170911,[12]=170912",1,120,6366000,120,3,,,120,,0,,,,,0
1710,1071,火云洞13_10,"[2]=171002,[3]=171003,[4]=171004,[5]=171005,[6]=171006,[8]=171008,[9]=171009,[10]=171010,[11]=171011,[12]=171012",1,120,6366000,120,3,,,120,,0,,,,,0
1711,1072,通天河1_1,[10]=171110,1,130,9077000,130,3,,,120,,0,,,,,0
1712,1072,通天河1_2,"[2]=171202,[3]=171203,[4]=171204,[5]=171205,[6]=171206,[8]=171208,[9]=171209,[10]=171210,[11]=171211,[12]=171212",1,130,9077000,130,3,,,120,,0,,,,,0
1713,1072,通天河1_3,"[2]=171302,[3]=171303,[4]=171304,[5]=171305,[6]=171306,[8]=171308,[9]=171309,[10]=171310,[11]=171311,[12]=171312",1,130,9077000,130,3,,,120,,0,,,,,0
1714,1072,通天河1_4,"[2]=171402,[3]=171403,[4]=171404,[5]=171405,[6]=171406,[8]=171408,[9]=171409,[10]=171410,[11]=171411,[12]=171412",1,130,9077000,130,3,,,120,,0,,,,,0
1715,1072,通天河1_5,[10]=171510,1,130,9077000,130,3,,,120,,0,,,,,0
1716,1072,通天河1_6,"[2]=171602,[3]=171603,[4]=171604,[5]=171605,[6]=171606,[8]=171608,[9]=171609,[10]=171610,[11]=171611,[12]=171612",1,130,9077000,130,3,,,120,,0,,,,,0
1717,1072,通天河1_7,[10]=171710,1,130,9077000,130,3,,,120,,0,,,,,0
1718,1072,通天河1_8,"[2]=171802,[3]=171803,[4]=171804,[5]=171805,[6]=171806,[8]=171808,[9]=171809,[10]=171810,[11]=171811,[12]=171812",1,130,9077000,130,3,,,120,,0,,,,,0
1719,1072,通天河1_9,[10]=171910,1,130,9077000,130,3,,,120,,0,,,,,0
1720,1072,通天河1_10,"[2]=172002,[3]=172003,[4]=172004,[5]=172005,[6]=172006,[8]=172008,[9]=172009,[10]=172010,[11]=172011,[12]=172012",1,130,9077000,130,3,,,120,,0,,,,,0
1721,1073,通天河2_1,"[2]=172102,[3]=172103,[4]=172104,[5]=172105,[6]=172106,[8]=172108,[9]=172109,[10]=172110,[11]=172111,[12]=172112",1,130,9077000,130,3,,,120,,0,,,,,0
1722,1073,通天河2_2,"[2]=172202,[3]=172203,[4]=172204,[5]=172205,[6]=172206,[8]=172208,[9]=172209,[10]=172210,[11]=172211,[12]=172212",1,130,9077000,130,3,,,120,,0,,,,,0
1723,1073,通天河2_3,[10]=172310,1,130,9077000,130,3,,,120,,0,,,,,0
1724,1073,通天河2_4,"[2]=172402,[3]=172403,[4]=172404,[5]=172405,[6]=172406,[8]=172408,[9]=172409,[10]=172410,[11]=172411,[12]=172412",1,130,9077000,130,3,,,120,,0,,,,,0
1725,1073,通天河2_5,"[2]=172502,[3]=172503,[4]=172504,[5]=172505,[6]=172506,[8]=172508,[9]=172509,[10]=172510,[11]=172511,[12]=172512",1,130,9077000,130,3,,,120,,0,,,,,0
1726,1073,通天河2_6,[10]=172610,1,130,9077000,130,3,,,120,,0,,,,,0
1727,1073,通天河2_7,"[2]=172702,[3]=172703,[4]=172704,[5]=172705,[6]=172706,[8]=172708,[9]=172709,[10]=172710,[11]=172711,[12]=172712",1,130,9077000,130,3,,,120,,0,,,,,0
1728,1073,通天河2_8,"[2]=172802,[3]=172803,[4]=172804,[5]=172805,[6]=172806,[8]=172808,[9]=172809,[10]=172810,[11]=172811,[12]=172812",1,130,9077000,130,3,,,120,,0,,,,,0
1729,1073,通天河2_9,[10]=172910,1,130,9077000,130,3,,,120,,0,,,,,0
1730,1073,通天河2_10,"[2]=173002,[3]=173003,[4]=173004,[5]=173005,[6]=173006,[8]=173008,[9]=173009,[10]=173010,[11]=173011,[12]=173012",1,130,9077000,130,3,,,120,,0,,,,,0
1731,1074,通天河3_1,"[2]=173102,[3]=173103,[4]=173104,[5]=173105,[6]=173106,[8]=173108,[9]=173109,[10]=173110,[11]=173111,[12]=173112",1,130,9077000,130,3,,,120,,0,,,,,0
1732,1074,通天河3_2,"[2]=173202,[3]=173203,[4]=173204,[5]=173205,[6]=173206,[8]=173208,[9]=173209,[10]=173210,[11]=173211,[12]=173212",1,130,9077000,130,3,,,120,,0,,,,,0
1733,1074,通天河3_3,"[2]=173302,[3]=173303,[4]=173304,[5]=173305,[6]=173306,[8]=173308,[9]=173309,[10]=173310,[11]=173311,[12]=173312",1,130,9077000,130,3,,,120,,0,,,,,0
1734,1074,通天河3_4,"[2]=173402,[3]=173403,[4]=173404,[5]=173405,[6]=173406,[8]=173408,[9]=173409,[10]=173410,[11]=173411,[12]=173412",1,130,9077000,130,3,,,120,,0,,,,,0
1735,1074,通天河3_5,[10]=173510,1,130,9077000,130,3,,,120,,0,,,,,0
1736,1074,通天河3_6,[10]=173610,1,130,9077000,130,3,,,120,,0,,,,,0
1737,1074,通天河3_7,"[2]=173702,[3]=173703,[4]=173704,[5]=173705,[6]=173706,[8]=173708,[9]=173709,[10]=173710,[11]=173711,[12]=173712",1,130,9077000,130,3,,,120,,0,,,,,0
1738,1074,通天河3_8,"[2]=173802,[3]=173803,[4]=173804,[5]=173805,[6]=173806,[8]=173808,[9]=173809,[10]=173810,[11]=173811,[12]=173812",1,130,9077000,130,3,,,120,,0,,,,,0
1739,1074,通天河3_9,[10]=173910,1,130,9077000,130,3,,,120,,0,,,,,0
1740,1074,通天河3_10,"[2]=174002,[3]=174003,[4]=174004,[5]=174005,[6]=174006,[8]=174008,[9]=174009,[10]=174010,[11]=174011,[12]=174012",1,130,9077000,130,3,,,120,,0,,,,,0
1741,1075,通天河4_1,[10]=174110,1,130,9077000,130,3,,,120,,0,,,,,0
1742,1075,通天河4_2,"[2]=174202,[3]=174203,[4]=174204,[5]=174205,[6]=174206,[8]=174208,[9]=174209,[10]=174210,[11]=174211,[12]=174212",1,130,9077000,130,3,,,120,,0,,,,,0
1743,1075,通天河4_3,"[2]=174302,[3]=174303,[4]=174304,[5]=174305,[6]=174306,[8]=174308,[9]=174309,[10]=174310,[11]=174311,[12]=174312",1,130,9077000,130,3,,,120,,0,,,,,0
1744,1075,通天河4_4,"[2]=174402,[3]=174403,[4]=174404,[5]=174405,[6]=174406,[8]=174408,[9]=174409,[10]=174410,[11]=174411,[12]=174412",1,130,9077000,130,3,,,120,,0,,,,,0
1745,1075,通天河4_5,"[2]=174502,[3]=174503,[4]=174504,[5]=174505,[6]=174506,[8]=174508,[9]=174509,[10]=174510,[11]=174511,[12]=174512",1,130,9077000,130,3,,,120,,0,,,,,0
1746,1075,通天河4_6,[10]=174610,1,130,9077000,130,3,,,120,,0,,,,,0
1747,1075,通天河4_7,"[2]=174702,[3]=174703,[4]=174704,[5]=174705,[6]=174706,[8]=174708,[9]=174709,[10]=174710,[11]=174711,[12]=174712",1,130,9077000,130,3,,,120,,0,,,,,0
1748,1075,通天河4_8,[10]=174810,1,130,9077000,130,3,,,120,,0,,,,,0
1749,1075,通天河4_9,[10]=174910,1,130,9077000,130,3,,,120,,0,,,,,0
1750,1075,通天河4_10,[10]=175010,1,130,9077000,130,3,,,120,,0,,,,,0
1751,1076,通天河5_1,"[2]=175102,[3]=175103,[4]=175104,[5]=175105,[6]=175106,[8]=175108,[9]=175109,[10]=175110,[11]=175111,[12]=175112",1,130,9077000,130,3,,,120,,0,,,,,0
1752,1076,通天河5_2,"[2]=175202,[3]=175203,[4]=175204,[5]=175205,[6]=175206,[8]=175208,[9]=175209,[10]=175210,[11]=175211,[12]=175212",1,130,9077000,130,3,,,120,,0,,,,,0
1753,1076,通天河5_3,[10]=175310,1,130,9077000,130,3,,,120,,0,,,,,0
1754,1076,通天河5_4,[10]=175410,1,130,9077000,130,3,,,120,,0,,,,,0
1755,1076,通天河5_5,"[2]=175502,[3]=175503,[4]=175504,[5]=175505,[6]=175506,[8]=175508,[9]=175509,[10]=175510,[11]=175511,[12]=175512",1,130,9077000,130,3,,,120,,0,,,,,0
1756,1076,通天河5_6,"[2]=175602,[3]=175603,[4]=175604,[5]=175605,[6]=175606,[8]=175608,[9]=175609,[10]=175610,[11]=175611,[12]=175612",1,130,9077000,130,3,,,120,,0,,,,,0
1757,1076,通天河5_7,"[2]=175702,[3]=175703,[4]=175704,[5]=175705,[6]=175706,[8]=175708,[9]=175709,[10]=175710,[11]=175711,[12]=175712",1,130,9077000,130,3,,,120,,0,,,,,0
1758,1076,通天河5_8,"[2]=175802,[3]=175803,[4]=175804,[5]=175805,[6]=175806,[8]=175808,[9]=175809,[10]=175810,[11]=175811,[12]=175812",1,130,9077000,130,3,,,120,,0,,,,,0
1759,1076,通天河5_9,[10]=175910,1,130,9077000,130,3,,,120,,0,,,,,0
1760,1076,通天河5_10,"[2]=176002,[3]=176003,[4]=176004,[5]=176005,[6]=176006,[8]=176008,[9]=176009,[10]=176010,[11]=176011,[12]=176012",1,130,9077000,130,3,,,120,,0,,,,,0
1761,1077,通天河6_1,"[2]=176102,[3]=176103,[4]=176104,[5]=176105,[6]=176106,[8]=176108,[9]=176109,[10]=176110,[11]=176111,[12]=176112",1,130,9077000,130,3,,,120,,0,,,,,0
1762,1077,通天河6_2,[10]=176210,1,130,9077000,130,3,,,120,,0,,,,,0
1763,1077,通天河6_3,[10]=176310,1,130,9077000,130,3,,,120,,0,,,,,0
1764,1077,通天河6_4,"[2]=176402,[3]=176403,[4]=176404,[5]=176405,[6]=176406,[8]=176408,[9]=176409,[10]=176410,[11]=176411,[12]=176412",1,130,9077000,130,3,,,120,,0,,,,,0
1765,1077,通天河6_5,"[2]=176502,[3]=176503,[4]=176504,[5]=176505,[6]=176506,[8]=176508,[9]=176509,[10]=176510,[11]=176511,[12]=176512",1,130,9077000,130,3,,,120,,0,,,,,0
1766,1077,通天河6_6,"[2]=176602,[3]=176603,[4]=176604,[5]=176605,[6]=176606,[8]=176608,[9]=176609,[10]=176610,[11]=176611,[12]=176612",1,130,9077000,130,3,,,120,,0,,,,,0
1767,1077,通天河6_7,"[2]=176702,[3]=176703,[4]=176704,[5]=176705,[6]=176706,[8]=176708,[9]=176709,[10]=176710,[11]=176711,[12]=176712",1,130,9077000,130,3,,,120,,0,,,,,0
1768,1077,通天河6_8,"[2]=176802,[3]=176803,[4]=176804,[5]=176805,[6]=176806,[8]=176808,[9]=176809,[10]=176810,[11]=176811,[12]=176812",1,130,9077000,130,3,,,120,,0,,,,,0
1769,1077,通天河6_9,"[2]=176902,[3]=176903,[4]=176904,[5]=176905,[6]=176906,[8]=176908,[9]=176909,[10]=176910,[11]=176911,[12]=176912",1,130,9077000,130,3,,,120,,0,,,,,0
1770,1077,通天河6_10,"[2]=177002,[3]=177003,[4]=177004,[5]=177005,[6]=177006,[8]=177008,[9]=177009,[10]=177010,[11]=177011,[12]=177012",1,130,9077000,130,3,,,120,,0,,,,,0
1771,1078,通天河7_1,"[2]=177102,[3]=177103,[4]=177104,[5]=177105,[6]=177106,[8]=177108,[9]=177109,[10]=177110,[11]=177111,[12]=177112",1,130,9077000,130,3,,,120,,0,,,,,0
1772,1078,通天河7_2,"[2]=177202,[3]=177203,[4]=177204,[5]=177205,[6]=177206,[8]=177208,[9]=177209,[10]=177210,[11]=177211,[12]=177212",1,130,9077000,130,3,,,120,,0,,,,,0
1773,1078,通天河7_3,[10]=177310,1,130,9077000,130,3,,,120,,0,,,,,0
1774,1078,通天河7_4,"[2]=177402,[3]=177403,[4]=177404,[5]=177405,[6]=177406,[8]=177408,[9]=177409,[10]=177410,[11]=177411,[12]=177412",1,130,9077000,130,3,,,120,,0,,,,,0
1775,1078,通天河7_5,[10]=177510,1,130,9077000,130,3,,,120,,0,,,,,0
1776,1078,通天河7_6,"[2]=177602,[3]=177603,[4]=177604,[5]=177605,[6]=177606,[8]=177608,[9]=177609,[10]=177610,[11]=177611,[12]=177612",1,130,9077000,130,3,,,120,,0,,,,,0
1777,1078,通天河7_7,"[2]=177702,[3]=177703,[4]=177704,[5]=177705,[6]=177706,[8]=177708,[9]=177709,[10]=177710,[11]=177711,[12]=177712",1,130,9077000,130,3,,,120,,0,,,,,0
1778,1078,通天河7_8,"[2]=177802,[3]=177803,[4]=177804,[5]=177805,[6]=177806,[8]=177808,[9]=177809,[10]=177810,[11]=177811,[12]=177812",1,130,9077000,130,3,,,120,,0,,,,,0
1779,1078,通天河7_9,[10]=177910,1,130,9077000,130,3,,,120,,0,,,,,0
1780,1078,通天河7_10,"[2]=178002,[3]=178003,[4]=178004,[5]=178005,[6]=178006,[8]=178008,[9]=178009,[10]=178010,[11]=178011,[12]=178012",1,130,9077000,130,3,,,120,,0,,,,,0
1781,1079,通天河8_1,"[2]=178102,[3]=178103,[4]=178104,[5]=178105,[6]=178106,[8]=178108,[9]=178109,[10]=178110,[11]=178111,[12]=178112",1,130,9077000,130,3,,,120,,0,,,,,0
1782,1079,通天河8_2,"[2]=178202,[3]=178203,[4]=178204,[5]=178205,[6]=178206,[8]=178208,[9]=178209,[10]=178210,[11]=178211,[12]=178212",1,130,9077000,130,3,,,120,,0,,,,,0
1783,1079,通天河8_3,"[2]=178302,[3]=178303,[4]=178304,[5]=178305,[6]=178306,[8]=178308,[9]=178309,[10]=178310,[11]=178311,[12]=178312",1,130,9077000,130,3,,,120,,0,,,,,0
1784,1079,通天河8_4,"[2]=178402,[3]=178403,[4]=178404,[5]=178405,[6]=178406,[8]=178408,[9]=178409,[10]=178410,[11]=178411,[12]=178412",1,130,9077000,130,3,,,120,,0,,,,,0
1785,1079,通天河8_5,"[2]=178502,[3]=178503,[4]=178504,[5]=178505,[6]=178506,[8]=178508,[9]=178509,[10]=178510,[11]=178511,[12]=178512",1,130,9077000,130,3,,,120,,0,,,,,0
1786,1079,通天河8_6,"[2]=178602,[3]=178603,[4]=178604,[5]=178605,[6]=178606,[8]=178608,[9]=178609,[10]=178610,[11]=178611,[12]=178612",1,130,9077000,130,3,,,120,,0,,,,,0
1787,1079,通天河8_7,"[2]=178702,[3]=178703,[4]=178704,[5]=178705,[6]=178706,[8]=178708,[9]=178709,[10]=178710,[11]=178711,[12]=178712",1,130,9077000,130,3,,,120,,0,,,,,0
1788,1079,通天河8_8,"[2]=178802,[3]=178803,[4]=178804,[5]=178805,[6]=178806,[8]=178808,[9]=178809,[10]=178810,[11]=178811,[12]=178812",1,130,9077000,130,3,,,120,,0,,,,,0
1789,1079,通天河8_9,[10]=178910,1,130,9077000,130,3,,,120,,0,,,,,0
1790,1079,通天河8_10,"[2]=179002,[3]=179003,[4]=179004,[5]=179005,[6]=179006,[8]=179008,[9]=179009,[10]=179010,[11]=179011,[12]=179012",1,130,9077000,130,3,,,120,,0,,,,,0
1791,1080,通天河9_1,"[2]=179102,[3]=179103,[4]=179104,[5]=179105,[6]=179106,[8]=179108,[9]=179109,[10]=179110,[11]=179111,[12]=179112",1,130,9077000,130,3,,,120,,0,,,,,0
1792,1080,通天河9_2,"[2]=179202,[3]=179203,[4]=179204,[5]=179205,[6]=179206,[8]=179208,[9]=179209,[10]=179210,[11]=179211,[12]=179212",1,130,9077000,130,3,,,120,,0,,,,,0
1793,1080,通天河9_3,[10]=179310,1,130,9077000,130,3,,,120,,0,,,,,0
1794,1080,通天河9_4,[10]=179410,1,130,9077000,130,3,,,120,,0,,,,,0
1795,1080,通天河9_5,[10]=179510,1,130,9077000,130,3,,,120,,0,,,,,0
1796,1080,通天河9_6,"[2]=179602,[3]=179603,[4]=179604,[5]=179605,[6]=179606,[8]=179608,[9]=179609,[10]=179610,[11]=179611,[12]=179612",1,130,9077000,130,3,,,120,,0,,,,,0
1797,1080,通天河9_7,[10]=179710,1,130,9077000,130,3,,,120,,0,,,,,0
1798,1080,通天河9_8,[10]=179810,1,130,9077000,130,3,,,120,,0,,,,,0
1799,1080,通天河9_9,[10]=179910,1,130,9077000,130,3,,,120,,0,,,,,0
1800,1080,通天河9_10,"[2]=180002,[3]=180003,[4]=180004,[5]=180005,[6]=180006,[8]=180008,[9]=180009,[10]=180010,[11]=180011,[12]=180012",1,130,9077000,130,3,,,120,,0,,,,,0
1801,1081,通天河10_1,[10]=180110,1,130,9077000,130,3,,,120,,0,,,,,0
1802,1081,通天河10_2,"[2]=180202,[3]=180203,[4]=180204,[5]=180205,[6]=180206,[8]=180208,[9]=180209,[10]=180210,[11]=180211,[12]=180212",1,130,9077000,130,3,,,120,,0,,,,,0
1803,1081,通天河10_3,"[2]=180302,[3]=180303,[4]=180304,[5]=180305,[6]=180306,[8]=180308,[9]=180309,[10]=180310,[11]=180311,[12]=180312",1,130,9077000,130,3,,,120,,0,,,,,0
1804,1081,通天河10_4,"[2]=180402,[3]=180403,[4]=180404,[5]=180405,[6]=180406,[8]=180408,[9]=180409,[10]=180410,[11]=180411,[12]=180412",1,130,9077000,130,3,,,120,,0,,,,,0
1805,1081,通天河10_5,"[2]=180502,[3]=180503,[4]=180504,[5]=180505,[6]=180506,[8]=180508,[9]=180509,[10]=180510,[11]=180511,[12]=180512",1,130,9077000,130,3,,,120,,0,,,,,0
1806,1081,通天河10_6,"[2]=180602,[3]=180603,[4]=180604,[5]=180605,[6]=180606,[8]=180608,[9]=180609,[10]=180610,[11]=180611,[12]=180612",1,130,9077000,130,3,,,120,,0,,,,,0
1807,1081,通天河10_7,[10]=180710,1,130,9077000,130,3,,,120,,0,,,,,0
1808,1081,通天河10_8,[10]=180810,1,130,9077000,130,3,,,120,,0,,,,,0
1809,1081,通天河10_9,"[2]=180902,[3]=180903,[4]=180904,[5]=180905,[6]=180906,[8]=180908,[9]=180909,[10]=180910,[11]=180911,[12]=180912",1,130,9077000,130,3,,,120,,0,,,,,0
1810,1081,通天河10_10,"[2]=181002,[3]=181003,[4]=181004,[5]=181005,[6]=181006,[8]=181008,[9]=181009,[10]=181010,[11]=181011,[12]=181012",1,130,9077000,130,3,,,120,,0,,,,,0
1811,1082,通天河11_1,[10]=181110,1,130,9077000,130,3,,,120,,0,,,,,0
1812,1082,通天河11_2,"[2]=181202,[3]=181203,[4]=181204,[5]=181205,[6]=181206,[8]=181208,[9]=181209,[10]=181210,[11]=181211,[12]=181212",1,130,9077000,130,3,,,120,,0,,,,,0
1813,1082,通天河11_3,"[2]=181302,[3]=181303,[4]=181304,[5]=181305,[6]=181306,[8]=181308,[9]=181309,[10]=181310,[11]=181311,[12]=181312",1,130,9077000,130,3,,,120,,0,,,,,0
1814,1082,通天河11_4,"[2]=181402,[3]=181403,[4]=181404,[5]=181405,[6]=181406,[8]=181408,[9]=181409,[10]=181410,[11]=181411,[12]=181412",1,130,9077000,130,3,,,120,,0,,,,,0
1815,1082,通天河11_5,[10]=181510,1,130,9077000,130,3,,,120,,0,,,,,0
1816,1082,通天河11_6,"[2]=181602,[3]=181603,[4]=181604,[5]=181605,[6]=181606,[8]=181608,[9]=181609,[10]=181610,[11]=181611,[12]=181612",1,130,9077000,130,3,,,120,,0,,,,,0
1817,1082,通天河11_7,"[2]=181702,[3]=181703,[4]=181704,[5]=181705,[6]=181706,[8]=181708,[9]=181709,[10]=181710,[11]=181711,[12]=181712",1,130,9077000,130,3,,,120,,0,,,,,0
1818,1082,通天河11_8,"[2]=181802,[3]=181803,[4]=181804,[5]=181805,[6]=181806,[8]=181808,[9]=181809,[10]=181810,[11]=181811,[12]=181812",1,130,9077000,130,3,,,120,,0,,,,,0
