##关卡ID,名称,boss图,xml提示,索引名称,关卡等级,关卡集合序号,章节名称,章节索引名称,背景地图,地图,X坐标,Y坐标,战斗地图,战斗地图X,战斗地图Y,"引导性检查（{""appointLevel"", 20}/{""equipCheck""}/{""awakeCheck"", 20}）",标题（用于文字简介）,"偏移（{x, y, x1, x2, w}）",品质基数 100白色101蓝色102金色105传奇,"三星奖励（{物品entryId, 数量, 品质}",基础奖励,"可能奖励（1为金钱,2为元宝,3为装备,若为普通物品则直接以字符串格式填写物品的id：""10001""）",消耗体力,地图名,遇多少次怪,关联任务ID,关联开启功能信息索引,战斗中表演的电影的索引（文件名）,怪物库,敌营战力,下一关卡,战败提示,轨迹点,显示条件
Id_kn,name_s,bossImage_n,namexml_s,indexName_s,camLevel,chapterId_n,chapterName_s,chapterIndexName_s,bgImage_s,mapId_n,x_n,y_n,fightMap_n,fightMapX_n,fightMapY_n,guideCheck_t,title_s,offset_t,base_t,starItem_t,basePrize_t,prize_t,consume_n,map_c,autoFightNum_n,taskId_n,funcIndex_s,movieName_s,enemy_t,fighting_n,next_n,lostTips_s,spot_t,open_c
1886,女儿国5_6,110006,,5_6,0,1089,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=188610,,887,,,
1887,女儿国5_7,110006,,5_7,0,1089,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=188710,,888,,,
1888,女儿国5_8,100034,,5_8,0,1089,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=188802,[3]=188803,[4]=188804,[5]=188805,[6]=188806,[8]=188808,[9]=188809,[10]=188810,[11]=188811,[12]=188812",,889,,,
1889,女儿国5_9,100030,,5_9,0,1089,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=188902,[3]=188903,[4]=188904,[5]=188905,[6]=188906,[8]=188908,[9]=188909,[10]=188910,[11]=188911,[12]=188912",,890,,,
1890,女儿国5_10,100031,,5_10,0,1089,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189002,[3]=189003,[4]=189004,[5]=189005,[6]=189006,[8]=189008,[9]=189009,[10]=189010,[11]=189011,[12]=189012",,891,,,
1891,女儿国6_1,20001,,6_1,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189102,[3]=189103,[4]=189104,[5]=189105,[6]=189106,[8]=189108,[9]=189109,[10]=189110,[11]=189111,[12]=189112",,892,,,
1892,女儿国6_2,20007,,6_2,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189202,[3]=189203,[4]=189204,[5]=189205,[6]=189206,[8]=189208,[9]=189209,[10]=189210,[11]=189211,[12]=189212",,893,,,
1893,女儿国6_3,20005,,6_3,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189302,[3]=189303,[4]=189304,[5]=189305,[6]=189306,[8]=189308,[9]=189309,[10]=189310,[11]=189311,[12]=189312",,894,,,
1894,女儿国6_4,100032,,6_4,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189402,[3]=189403,[4]=189404,[5]=189405,[6]=189406,[8]=189408,[9]=189409,[10]=189410,[11]=189411,[12]=189412",,895,,,
1895,女儿国6_5,100030,,6_5,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189502,[3]=189503,[4]=189504,[5]=189505,[6]=189506,[8]=189508,[9]=189509,[10]=189510,[11]=189511,[12]=189512",,896,,,
1896,女儿国6_6,110002,,6_6,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=189610,,897,,,
1897,女儿国6_7,120043,,6_7,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189702,[3]=189703,[4]=189704,[5]=189705,[6]=189706,[8]=189708,[9]=189709,[10]=189710,[11]=189711,[12]=189712",,898,,,
1898,女儿国6_8,100032,,6_8,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=189802,[3]=189803,[4]=189804,[5]=189805,[6]=189806,[8]=189808,[9]=189809,[10]=189810,[11]=189811,[12]=189812",,899,,,
1899,女儿国6_9,110002,,6_9,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=189910,,900,,,
1900,女儿国6_10,100034,,6_10,0,1090,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190002,[3]=190003,[4]=190004,[5]=190005,[6]=190006,[8]=190008,[9]=190009,[10]=190010,[11]=190011,[12]=190012",,901,,,
1901,女儿国7_1,20007,,7_1,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190102,[3]=190103,[4]=190104,[5]=190105,[6]=190106,[8]=190108,[9]=190109,[10]=190110,[11]=190111,[12]=190112",,902,,,
1902,女儿国7_2,100033,,7_2,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190202,[3]=190203,[4]=190204,[5]=190205,[6]=190206,[8]=190208,[9]=190209,[10]=190210,[11]=190211,[12]=190212",,903,,,
1903,女儿国7_3,110005,,7_3,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=190310,,904,,,
1904,女儿国7_4,100034,,7_4,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190402,[3]=190403,[4]=190404,[5]=190405,[6]=190406,[8]=190408,[9]=190409,[10]=190410,[11]=190411,[12]=190412",,905,,,
1905,女儿国7_5,20002,,7_5,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190502,[3]=190503,[4]=190504,[5]=190505,[6]=190506,[8]=190508,[9]=190509,[10]=190510,[11]=190511,[12]=190512",,906,,,
1906,女儿国7_6,100034,,7_6,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190602,[3]=190603,[4]=190604,[5]=190605,[6]=190606,[8]=190608,[9]=190609,[10]=190610,[11]=190611,[12]=190612",,907,,,
1907,女儿国7_7,20002,,7_7,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190702,[3]=190703,[4]=190704,[5]=190705,[6]=190706,[8]=190708,[9]=190709,[10]=190710,[11]=190711,[12]=190712",,908,,,
1908,女儿国7_8,20002,,7_8,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190802,[3]=190803,[4]=190804,[5]=190805,[6]=190806,[8]=190808,[9]=190809,[10]=190810,[11]=190811,[12]=190812",,909,,,
1909,女儿国7_9,100034,,7_9,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=190902,[3]=190903,[4]=190904,[5]=190905,[6]=190906,[8]=190908,[9]=190909,[10]=190910,[11]=190911,[12]=190912",,910,,,
1910,女儿国7_10,110006,,7_10,0,1091,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=191010,,911,,,
1911,女儿国8_1,110006,,8_1,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=191110,,912,,,
1912,女儿国8_2,110003,,8_2,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=191210,,913,,,
1913,女儿国8_3,20002,,8_3,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=191302,[3]=191303,[4]=191304,[5]=191305,[6]=191306,[8]=191308,[9]=191309,[10]=191310,[11]=191311,[12]=191312",,914,,,
1914,女儿国8_4,110003,,8_4,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=191410,,915,,,
1915,女儿国8_5,100033,,8_5,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=191502,[3]=191503,[4]=191504,[5]=191505,[6]=191506,[8]=191508,[9]=191509,[10]=191510,[11]=191511,[12]=191512",,916,,,
1916,女儿国8_6,110004,,8_6,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=191610,,917,,,
1917,女儿国8_7,100030,,8_7,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=191702,[3]=191703,[4]=191704,[5]=191705,[6]=191706,[8]=191708,[9]=191709,[10]=191710,[11]=191711,[12]=191712",,918,,,
1918,女儿国8_8,20006,,8_8,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=191802,[3]=191803,[4]=191804,[5]=191805,[6]=191806,[8]=191808,[9]=191809,[10]=191810,[11]=191811,[12]=191812",,919,,,
1919,女儿国8_9,100032,,8_9,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=191902,[3]=191903,[4]=191904,[5]=191905,[6]=191906,[8]=191908,[9]=191909,[10]=191910,[11]=191911,[12]=191912",,920,,,
1920,女儿国8_10,110006,,8_10,0,1092,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=192010,,921,,,
1921,女儿国9_1,100032,,9_1,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192102,[3]=192103,[4]=192104,[5]=192105,[6]=192106,[8]=192108,[9]=192109,[10]=192110,[11]=192111,[12]=192112",,922,,,
1922,女儿国9_2,20005,,9_2,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192202,[3]=192203,[4]=192204,[5]=192205,[6]=192206,[8]=192208,[9]=192209,[10]=192210,[11]=192211,[12]=192212",,923,,,
1923,女儿国9_3,20010,,9_3,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192302,[3]=192303,[4]=192304,[5]=192305,[6]=192306,[8]=192308,[9]=192309,[10]=192310,[11]=192311,[12]=192312",,924,,,
1924,女儿国9_4,100034,,9_4,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192402,[3]=192403,[4]=192404,[5]=192405,[6]=192406,[8]=192408,[9]=192409,[10]=192410,[11]=192411,[12]=192412",,925,,,
1925,女儿国9_5,100033,,9_5,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192502,[3]=192503,[4]=192504,[5]=192505,[6]=192506,[8]=192508,[9]=192509,[10]=192510,[11]=192511,[12]=192512",,926,,,
1926,女儿国9_6,20002,,9_6,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192602,[3]=192603,[4]=192604,[5]=192605,[6]=192606,[8]=192608,[9]=192609,[10]=192610,[11]=192611,[12]=192612",,927,,,
1927,女儿国9_7,100034,,9_7,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=192702,[3]=192703,[4]=192704,[5]=192705,[6]=192706,[8]=192708,[9]=192709,[10]=192710,[11]=192711,[12]=192712",,928,,,
1928,女儿国9_8,110001,,9_8,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=192810,,929,,,
1929,女儿国9_9,110006,,9_9,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=192910,,930,,,
1930,女儿国9_10,20006,,9_10,0,1093,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193002,[3]=193003,[4]=193004,[5]=193005,[6]=193006,[8]=193008,[9]=193009,[10]=193010,[11]=193011,[12]=193012",,931,,,
1931,女儿国10_1,100030,,10_1,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193102,[3]=193103,[4]=193104,[5]=193105,[6]=193106,[8]=193108,[9]=193109,[10]=193110,[11]=193111,[12]=193112",,932,,,
1932,女儿国10_2,20002,,10_2,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193202,[3]=193203,[4]=193204,[5]=193205,[6]=193206,[8]=193208,[9]=193209,[10]=193210,[11]=193211,[12]=193212",,933,,,
1933,女儿国10_3,100032,,10_3,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193302,[3]=193303,[4]=193304,[5]=193305,[6]=193306,[8]=193308,[9]=193309,[10]=193310,[11]=193311,[12]=193312",,934,,,
1934,女儿国10_4,110006,,10_4,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=193410,,935,,,
1935,女儿国10_5,20007,,10_5,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193502,[3]=193503,[4]=193504,[5]=193505,[6]=193506,[8]=193508,[9]=193509,[10]=193510,[11]=193511,[12]=193512",,936,,,
1936,女儿国10_6,100033,,10_6,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193602,[3]=193603,[4]=193604,[5]=193605,[6]=193606,[8]=193608,[9]=193609,[10]=193610,[11]=193611,[12]=193612",,937,,,
1937,女儿国10_7,100034,,10_7,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193702,[3]=193703,[4]=193704,[5]=193705,[6]=193706,[8]=193708,[9]=193709,[10]=193710,[11]=193711,[12]=193712",,938,,,
1938,女儿国10_8,110001,,10_8,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=193810,,939,,,
1939,女儿国10_9,20005,,10_9,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=193902,[3]=193903,[4]=193904,[5]=193905,[6]=193906,[8]=193908,[9]=193909,[10]=193910,[11]=193911,[12]=193912",,940,,,
1940,女儿国10_10,20006,,10_10,0,1094,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194002,[3]=194003,[4]=194004,[5]=194005,[6]=194006,[8]=194008,[9]=194009,[10]=194010,[11]=194011,[12]=194012",,941,,,
1941,女儿国11_1,110004,,11_1,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=194110,,942,,,
1942,女儿国11_2,100031,,11_2,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194202,[3]=194203,[4]=194204,[5]=194205,[6]=194206,[8]=194208,[9]=194209,[10]=194210,[11]=194211,[12]=194212",,943,,,
1943,女儿国11_3,110005,,11_3,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=194310,,944,,,
1944,女儿国11_4,20011,,11_4,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194402,[3]=194403,[4]=194404,[5]=194405,[6]=194406,[8]=194408,[9]=194409,[10]=194410,[11]=194411,[12]=194412",,945,,,
1945,女儿国11_5,20005,,11_5,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194502,[3]=194503,[4]=194504,[5]=194505,[6]=194506,[8]=194508,[9]=194509,[10]=194510,[11]=194511,[12]=194512",,946,,,
1946,女儿国11_6,20005,,11_6,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194602,[3]=194603,[4]=194604,[5]=194605,[6]=194606,[8]=194608,[9]=194609,[10]=194610,[11]=194611,[12]=194612",,947,,,
1947,女儿国11_7,100030,,11_7,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194702,[3]=194703,[4]=194704,[5]=194705,[6]=194706,[8]=194708,[9]=194709,[10]=194710,[11]=194711,[12]=194712",,948,,,
1948,女儿国11_8,120043,,11_8,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194802,[3]=194803,[4]=194804,[5]=194805,[6]=194806,[8]=194808,[9]=194809,[10]=194810,[11]=194811,[12]=194812",,949,,,
1949,女儿国11_9,20001,,11_9,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=194902,[3]=194903,[4]=194904,[5]=194905,[6]=194906,[8]=194908,[9]=194909,[10]=194910,[11]=194911,[12]=194912",,950,,,
1950,女儿国11_10,20002,,11_10,0,1095,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195002,[3]=195003,[4]=195004,[5]=195005,[6]=195006,[8]=195008,[9]=195009,[10]=195010,[11]=195011,[12]=195012",,951,,,
1951,女儿国12_1,20005,,12_1,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195102,[3]=195103,[4]=195104,[5]=195105,[6]=195106,[8]=195108,[9]=195109,[10]=195110,[11]=195111,[12]=195112",,952,,,
1952,女儿国12_2,20007,,12_2,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195202,[3]=195203,[4]=195204,[5]=195205,[6]=195206,[8]=195208,[9]=195209,[10]=195210,[11]=195211,[12]=195212",,953,,,
1953,女儿国12_3,100031,,12_3,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195302,[3]=195303,[4]=195304,[5]=195305,[6]=195306,[8]=195308,[9]=195309,[10]=195310,[11]=195311,[12]=195312",,954,,,
1954,女儿国12_4,100032,,12_4,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195402,[3]=195403,[4]=195404,[5]=195405,[6]=195406,[8]=195408,[9]=195409,[10]=195410,[11]=195411,[12]=195412",,955,,,
1955,女儿国12_5,110004,,12_5,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=195510,,956,,,
1956,女儿国12_6,20006,,12_6,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195602,[3]=195603,[4]=195604,[5]=195605,[6]=195606,[8]=195608,[9]=195609,[10]=195610,[11]=195611,[12]=195612",,957,,,
1957,女儿国12_7,100033,,12_7,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195702,[3]=195703,[4]=195704,[5]=195705,[6]=195706,[8]=195708,[9]=195709,[10]=195710,[11]=195711,[12]=195712",,958,,,
1958,女儿国12_8,110004,,12_8,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=195810,,959,,,
1959,女儿国12_9,20011,,12_9,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=195902,[3]=195903,[4]=195904,[5]=195905,[6]=195906,[8]=195908,[9]=195909,[10]=195910,[11]=195911,[12]=195912",,960,,,
1960,女儿国12_10,20001,,12_10,0,1096,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=196002,[3]=196003,[4]=196004,[5]=196005,[6]=196006,[8]=196008,[9]=196009,[10]=196010,[11]=196011,[12]=196012",,961,,,
1961,女儿国13_1,100032,,13_1,0,1097,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=196102,[3]=196103,[4]=196104,[5]=196105,[6]=196106,[8]=196108,[9]=196109,[10]=196110,[11]=196111,[12]=196112",,962,,,
1962,女儿国13_2,110002,,13_2,0,1097,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,[10]=196210,,963,,,
1963,女儿国13_3,100031,,13_3,0,1097,女儿国,,,50012,,,,,,,,,,,"{""bindRmb"",1},{""exp"",1},{""funds"",1},{""blueEquip"",1},{""purpleEquip"",1},","1,",0,女儿国,3,,,,"[2]=196302,[3]=196303,[4]=196304,[5]=196305,[6]=196306,[8]=196308,[9]=196309,[10]=196310,[11]=196311,[12]=196312",,964,,,
