entryId,名称,模型,类型(-1，分身半透明；-2，头顶；-3不透明),宠物半身像,怪物帮手提示对白,发招对白
190404,灵猴,100023,,100023,,
190405,寒霜狼,100011,,100011,,
190406,巫龟,100022,,100022,,
190408,冰火螳螂,100016,,100016,,
190409,利刃猿,100028,,100028,,
190410,云中子,100034,,100034,,
190411,冰火螳螂,100016,,100016,,
190412,小僵尸,100019,,100019,,
190502,炎魔,100017,,100017,,
190503,利刃猿,100028,,100028,,
190504,古树精,100013,,100013,,
190505,灵猴,100023,,100023,,
190506,魔爪花,100025,,100025,,
190508,五毒蝎,100021,,100021,,
190509,麟鹿,100015,,100015,,
190510,剑侠兔,20002,,20002,,
190511,灵猴,100023,,100023,,
190512,跳跳鼠,100004,,100004,,
190602,石巨人,100024,,100024,,
190603,石巨人,100024,,100024,,
190604,小僵尸,100019,,100019,,
190605,剑魂,100012,,100012,,
190606,利刃猿,100028,,100028,,
190608,炎魔,100017,,100017,,
190609,硬壳龟,100027,,100027,,
190610,云中子,100034,,100034,,
190611,石狮,100007,,100007,,
190612,麟鹿,100015,,100015,,
190702,麟鹿,100015,,100015,,
190703,蛮牛,100006,,100006,,
190704,硬壳龟,100027,,100027,,
190705,强盗,100002,,100002,,
190706,麟鹿,100015,,100015,,
190708,异面怪,100009,,100009,,
190709,小僵尸,100019,,100019,,
190710,剑侠兔,20002,,20002,,
190711,石巨人,100024,,100024,,
190712,蝶精灵,100010,,100010,,
190802,炎魔,100017,,100017,,
190803,木鱼怪,100026,,100026,,
190804,蛮牛,100006,,100006,,
190805,寒霜狼,100011,,100011,,
190806,寒霜狼,100011,,100011,,
190808,邪毒蜂,100018,,100018,,
190809,邪毒蜂,100018,,100018,,
190810,剑侠兔,20002,,20002,,
190811,冰火螳螂,100016,,100016,,
190812,邪毒蜂,100018,,100018,,
190902,石狮,100007,,100007,,
190903,剑魂,100012,,100012,,
190904,灵猴,100023,,100023,,
190905,利刃猿,100028,,100028,,
190906,石巨人,100024,,100024,,
190908,蝶精灵,100010,,100010,,
190909,强盗,100002,,100002,,
190910,云中子,100034,,100034,,
190911,利刃猿,100028,,100028,,
190912,白熊精,100008,,100008,,
191010,魑,100041,,100041,,
191110,魑,100041,,100041,,
191210,穷奇,100038,,100038,,
191302,木鱼怪,100026,,100026,,
191303,小僵尸,100019,,100019,,
191304,瞌睡蛇,100020,,100020,,
191305,山精,100029,,100029,,
191306,五毒蝎,100021,,100021,,
191308,瞌睡蛇,100020,,100020,,
191309,山精,100029,,100029,,
191310,剑侠兔,20002,,20002,,
191311,蚌精,100005,,100005,,
191312,白熊精,100008,,100008,,
191410,穷奇,100038,,100038,,
191502,小乌龟,100001,,100001,,
191503,白熊精,100008,,100008,,
191504,异面怪,100009,,100009,,
191505,小僵尸,100019,,100019,,
191506,异面怪,100009,,100009,,
191508,巫龟,100022,,100022,,
191509,五毒蝎,100021,,100021,,
191510,玉冥真人,100033,,100033,,
191511,巫龟,100022,,100022,,
191512,跳跳鼠,100004,,100004,,
191610,深渊之龙,100039,,100039,,
191702,强盗,100002,,100002,,
191703,利刃猿,100028,,100028,,
191704,小骷髅,100003,,100003,,
191705,寒霜狼,100011,,100011,,
191706,林妖,100014,,100014,,
191708,林妖,100014,,100014,,
191709,木鱼怪,100026,,100026,,
191710,宠物剑邪,100030,,100030,,
191711,五毒蝎,100021,,100021,,
191712,木鱼怪,100026,,100026,,
191802,炎魔,100017,,100017,,
191803,剑魂,100012,,100012,,
191804,白熊精,100008,,100008,,
191805,冰火螳螂,100016,,100016,,
191806,小骷髅,100003,,100003,,
191808,古树精,100013,,100013,,
191809,邪毒蜂,100018,,100018,,
191810,剑齿虎,20006,,20006,,
191811,古树精,100013,,100013,,
191812,利刃猿,100028,,100028,,
191902,利刃猿,100028,,100028,,
191903,山精,100029,,100029,,
191904,冰火螳螂,100016,,100016,,
191905,白熊精,100008,,100008,,
191906,蝶精灵,100010,,100010,,
191908,寒霜狼,100011,,100011,,
191909,跳跳鼠,100004,,100004,,
191910,逸琼玄女,100032,,100032,,
191911,炎魔,100017,,100017,,
191912,剑魂,100012,,100012,,
192010,魑,100041,,100041,,
192102,跳跳鼠,100004,,100004,,
192103,麟鹿,100015,,100015,,
192104,剑魂,100012,,100012,,
192105,小乌龟,100001,,100001,,
192106,石巨人,100024,,100024,,
192108,小乌龟,100001,,100001,,
192109,蚌精,100005,,100005,,
192110,逸琼玄女,100032,,100032,,
192111,巫龟,100022,,100022,,
192112,古树精,100013,,100013,,
192202,林妖,100014,,100014,,
192203,小僵尸,100019,,100019,,
192204,蝶精灵,100010,,100010,,
192205,跳跳鼠,100004,,100004,,
192206,山精,100029,,100029,,
192208,强盗,100002,,100002,,
192209,林妖,100014,,100014,,
192210,月光蝶,20005,,20005,,
192211,魔爪花,100025,,100025,,
192212,利刃猿,100028,,100028,,
192302,硬壳龟,100027,,100027,,
192303,山精,100029,,100029,,
192304,木鱼怪,100026,,100026,,
192305,蚌精,100005,,100005,,
192306,魔爪花,100025,,100025,,
192308,山精,100029,,100029,,
192309,石巨人,100024,,100024,,
192310,黑水玄蛇,20010,,20010,,
192311,林妖,100014,,100014,,
192312,蚌精,100005,,100005,,
192402,瞌睡蛇,100020,,100020,,
192403,石巨人,100024,,100024,,
192404,山精,100029,,100029,,
192405,蚌精,100005,,100005,,
192406,山精,100029,,100029,,
192408,冰火螳螂,100016,,100016,,
192409,木鱼怪,100026,,100026,,
192410,云中子,100034,,100034,,
192411,白熊精,100008,,100008,,
192412,炎魔,100017,,100017,,
192502,魔爪花,100025,,100025,,
192503,邪毒蜂,100018,,100018,,
192504,剑魂,100012,,100012,,
192505,巫龟,100022,,100022,,
192506,巫龟,100022,,100022,,
192508,蝶精灵,100010,,100010,,
192509,蚌精,100005,,100005,,
192510,玉冥真人,100033,,100033,,
192511,强盗,100002,,100002,,
192512,剑魂,100012,,100012,,
192602,巫龟,100022,,100022,,
192603,巫龟,100022,,100022,,
192604,邪毒蜂,100018,,100018,,
192605,剑魂,100012,,100012,,
192606,利刃猿,100028,,100028,,
192608,石巨人,100024,,100024,,
192609,灵猴,100023,,100023,,
192610,剑侠兔,20002,,20002,,
192611,炎魔,100017,,100017,,
192612,巫龟,100022,,100022,,
192702,跳跳鼠,100004,,100004,,
192703,小乌龟,100001,,100001,,
192704,石巨人,100024,,100024,,
192705,瞌睡蛇,100020,,100020,,
192706,瞌睡蛇,100020,,100020,,
192708,异面怪,100009,,100009,,
192709,蛮牛,100006,,100006,,
192710,云中子,100034,,100034,,
192711,林妖,100014,,100014,,
192712,蚌精,100005,,100005,,
192810,靡籁,100036,,100036,,
192910,魑,100041,,100041,,
193002,山精,100029,,100029,,
193003,石狮,100007,,100007,,
193004,强盗,100002,,100002,,
193005,山精,100029,,100029,,
193006,巫龟,100022,,100022,,
193008,小骷髅,100003,,100003,,
193009,白熊精,100008,,100008,,
193010,剑齿虎,20006,,20006,,
193011,利刃猿,100028,,100028,,
193012,瞌睡蛇,100020,,100020,,
193102,石狮,100007,,100007,,
193103,蝶精灵,100010,,100010,,
193104,寒霜狼,100011,,100011,,
193105,蚌精,100005,,100005,,
193106,灵猴,100023,,100023,,
193108,跳跳鼠,100004,,100004,,
193109,小乌龟,100001,,100001,,
193110,宠物剑邪,100030,,100030,,
193111,冰火螳螂,100016,,100016,,
193112,五毒蝎,100021,,100021,,
193202,石狮,100007,,100007,,
193203,石巨人,100024,,100024,,
193204,邪毒蜂,100018,,100018,,
193205,白熊精,100008,,100008,,
193206,剑魂,100012,,100012,,
193208,硬壳龟,100027,,100027,,
193209,林妖,100014,,100014,,
193210,剑侠兔,20002,,20002,,
193211,林妖,100014,,100014,,
193212,山精,100029,,100029,,
193302,麟鹿,100015,,100015,,
193303,冰火螳螂,100016,,100016,,
193304,麟鹿,100015,,100015,,
193305,小骷髅,100003,,100003,,
193306,小僵尸,100019,,100019,,
193308,蝶精灵,100010,,100010,,
193309,异面怪,100009,,100009,,
193310,逸琼玄女,100032,,100032,,
193311,利刃猿,100028,,100028,,
193312,五毒蝎,100021,,100021,,
193410,魑,100041,,100041,,
193502,小乌龟,100001,,100001,,
193503,利刃猿,100028,,100028,,
193504,小乌龟,100001,,100001,,
193505,古树精,100013,,100013,,
193506,小骷髅,100003,,100003,,
193508,古树精,100013,,100013,,
193509,木鱼怪,100026,,100026,,
193510,九尾狐,20007,,20007,,
193511,木鱼怪,100026,,100026,,
193512,炎魔,100017,,100017,,
193602,山精,100029,,100029,,
193603,魔爪花,100025,,100025,,
193604,剑魂,100012,,100012,,
193605,麟鹿,100015,,100015,,
193606,古树精,100013,,100013,,
193608,邪毒蜂,100018,,100018,,
193609,瞌睡蛇,100020,,100020,,
193610,玉冥真人,100033,,100033,,
193611,山精,100029,,100029,,
193612,巫龟,100022,,100022,,
193702,寒霜狼,100011,,100011,,
193703,灵猴,100023,,100023,,
193704,古树精,100013,,100013,,
193705,小乌龟,100001,,100001,,
193706,冰火螳螂,100016,,100016,,
193708,蚌精,100005,,100005,,
193709,小僵尸,100019,,100019,,
193710,云中子,100034,,100034,,
193711,邪毒蜂,100018,,100018,,
193712,小骷髅,100003,,100003,,
193810,靡籁,100036,,100036,,
193902,小乌龟,100001,,100001,,
193903,瞌睡蛇,100020,,100020,,
193904,异面怪,100009,,100009,,
193905,麟鹿,100015,,100015,,
193906,冰火螳螂,100016,,100016,,
193908,邪毒蜂,100018,,100018,,
193909,灵猴,100023,,100023,,
193910,月光蝶,20005,,20005,,
193911,瞌睡蛇,100020,,100020,,
193912,巫龟,100022,,100022,,
194002,冰火螳螂,100016,,100016,,
194003,跳跳鼠,100004,,100004,,
194004,利刃猿,100028,,100028,,
194005,跳跳鼠,100004,,100004,,
194006,魔爪花,100025,,100025,,
194008,邪毒蜂,100018,,100018,,
194009,灵猴,100023,,100023,,
194010,剑齿虎,20006,,20006,,
194011,魔爪花,100025,,100025,,
194012,瞌睡蛇,100020,,100020,,
194110,深渊之龙,100039,,100039,,
194202,炎魔,100017,,100017,,
194203,石狮,100007,,100007,,
194204,利刃猿,100028,,100028,,
194205,林妖,100014,,100014,,
194206,白熊精,100008,,100008,,
194208,巫龟,100022,,100022,,
194209,山精,100029,,100029,,
194210,上官清,100031,,100031,,
194211,山精,100029,,100029,,
194212,小僵尸,100019,,100019,,
194310,魅,100040,,100040,,
194402,冰火螳螂,100016,,100016,,
194403,小骷髅,100003,,100003,,
194404,石狮,100007,,100007,,
194405,麟鹿,100015,,100015,,
194406,剑魂,100012,,100012,,
194408,灵猴,100023,,100023,,
194409,古树精,100013,,100013,,
194410,忠勇兔,20011,,20011,,
194411,蛮牛,100006,,100006,,
194412,林妖,100014,,100014,,
194502,小骷髅,100003,,100003,,
194503,冰火螳螂,100016,,100016,,
194504,小僵尸,100019,,100019,,
194505,邪毒蜂,100018,,100018,,
194506,剑魂,100012,,100012,,
194508,林妖,100014,,100014,,
194509,瞌睡蛇,100020,,100020,,
194510,月光蝶,20005,,20005,,
194511,蚌精,100005,,100005,,
194512,石狮,100007,,100007,,
194602,五毒蝎,100021,,100021,,
194603,古树精,100013,,100013,,
194604,寒霜狼,100011,,100011,,
194605,五毒蝎,100021,,100021,,
194606,木鱼怪,100026,,100026,,
194608,小骷髅,100003,,100003,,
194609,寒霜狼,100011,,100011,,
194610,月光蝶,20005,,20005,,
194611,邪毒蜂,100018,,100018,,
194612,木鱼怪,100026,,100026,,
194702,白熊精,100008,,100008,,
194703,小骷髅,100003,,100003,,
194704,麟鹿,100015,,100015,,
194705,硬壳龟,100027,,100027,,
194706,冰火螳螂,100016,,100016,,
194708,古树精,100013,,100013,,
194709,小僵尸,100019,,100019,,
194710,宠物剑邪,100030,,100030,,
194711,硬壳龟,100027,,100027,,
194712,硬壳龟,100027,,100027,,
194802,林妖,100014,,100014,,
194803,强盗,100002,,100002,,
194804,强盗,100002,,100002,,
194805,邪毒蜂,100018,,100018,,
194806,异面怪,100009,,100009,,
194808,炎魔,100017,,100017,,
194809,小骷髅,100003,,100003,,
194810,地域三头犬,20008,,20008,,
194811,冰火螳螂,100016,,100016,,
194812,林妖,100014,,100014,,
194902,剑魂,100012,,100012,,
194903,硬壳龟,100027,,100027,,
194904,蝶精灵,100010,,100010,,
194905,石巨人,100024,,100024,,
194906,冰火螳螂,100016,,100016,,
194908,魔爪花,100025,,100025,,
194909,蛮牛,100006,,100006,,
194910,鲛人,20001,,20001,,
194911,石巨人,100024,,100024,,
194912,跳跳鼠,100004,,100004,,
195002,硬壳龟,100027,,100027,,
195003,瞌睡蛇,100020,,100020,,
195004,瞌睡蛇,100020,,100020,,
195005,木鱼怪,100026,,100026,,
195006,石狮,100007,,100007,,
195008,小乌龟,100001,,100001,,
195009,麟鹿,100015,,100015,,
195010,剑侠兔,20002,,20002,,
195011,利刃猿,100028,,100028,,
195012,冰火螳螂,100016,,100016,,
195102,邪毒蜂,100018,,100018,,
195103,蚌精,100005,,100005,,
195104,白熊精,100008,,100008,,
195105,古树精,100013,,100013,,
195106,寒霜狼,100011,,100011,,
195108,利刃猿,100028,,100028,,
195109,强盗,100002,,100002,,
195110,月光蝶,20005,,20005,,
195111,木鱼怪,100026,,100026,,
195112,山精,100029,,100029,,
195202,麟鹿,100015,,100015,,
195203,小乌龟,100001,,100001,,
195204,硬壳龟,100027,,100027,,
195205,硬壳龟,100027,,100027,,
195206,小乌龟,100001,,100001,,
195208,跳跳鼠,100004,,100004,,
195209,蝶精灵,100010,,100010,,
195210,九尾狐,20007,,20007,,
195211,小乌龟,100001,,100001,,
195212,小乌龟,100001,,100001,,
195302,白熊精,100008,,100008,,
195303,五毒蝎,100021,,100021,,
195304,寒霜狼,100011,,100011,,
195305,跳跳鼠,100004,,100004,,
195306,白熊精,100008,,100008,,
195308,炎魔,100017,,100017,,
195309,蝶精灵,100010,,100010,,
195310,上官清,100031,,100031,,
195311,巫龟,100022,,100022,,
195312,利刃猿,100028,,100028,,
195402,瞌睡蛇,100020,,100020,,
195403,蝶精灵,100010,,100010,,
195404,利刃猿,100028,,100028,,
195405,灵猴,100023,,100023,,
195406,小乌龟,100001,,100001,,
195408,山精,100029,,100029,,
195409,异面怪,100009,,100009,,
195410,逸琼玄女,100032,,100032,,
195411,麟鹿,100015,,100015,,
195412,古树精,100013,,100013,,
195510,深渊之龙,100039,,100039,,
195602,白熊精,100008,,100008,,
195603,炎魔,100017,,100017,,
195604,灵猴,100023,,100023,,
195605,小僵尸,100019,,100019,,
195606,灵猴,100023,,100023,,
195608,小骷髅,100003,,100003,,
195609,强盗,100002,,100002,,
195610,剑齿虎,20006,,20006,,
195611,强盗,100002,,100002,,
195612,剑魂,100012,,100012,,
195702,小僵尸,100019,,100019,,
195703,异面怪,100009,,100009,,
195704,小乌龟,100001,,100001,,
195705,蚌精,100005,,100005,,
195706,剑魂,100012,,100012,,
195708,强盗,100002,,100002,,
195709,小骷髅,100003,,100003,,
195710,玉冥真人,100033,,100033,,
195711,山精,100029,,100029,,
195712,小僵尸,100019,,100019,,
195810,深渊之龙,100039,,100039,,
195902,石巨人,100024,,100024,,
195903,山精,100029,,100029,,
195904,剑魂,100012,,100012,,
195905,木鱼怪,100026,,100026,,
195906,小僵尸,100019,,100019,,
195908,强盗,100002,,100002,,
195909,石巨人,100024,,100024,,
195910,忠勇兔,20011,,20011,,
195911,木鱼怪,100026,,100026,,
195912,炎魔,100017,,100017,,
196002,蚌精,100005,,100005,,
196003,异面怪,100009,,100009,,
196004,跳跳鼠,100004,,100004,,
196005,跳跳鼠,100004,,100004,,
196006,强盗,100002,,100002,,
196008,灵猴,100023,,100023,,
196009,冰火螳螂,100016,,100016,,
196010,鲛人,20001,,20001,,
196011,利刃猿,100028,,100028,,
196012,寒霜狼,100011,,100011,,
196102,邪毒蜂,100018,,100018,,
196103,灵猴,100023,,100023,,
196104,炎魔,100017,,100017,,
196105,白熊精,100008,,100008,,
196106,异面怪,100009,,100009,,
196108,异面怪,100009,,100009,,
196109,强盗,100002,,100002,,
196110,逸琼玄女,100032,,100032,,
196111,异面怪,100009,,100009,,
196112,蛮牛,100006,,100006,,
196210,混沌,100037,,100037,,
196302,白熊精,100008,,100008,,
196303,蚌精,100005,,100005,,
196304,冰火螳螂,100016,,100016,,
196305,蛮牛,100006,,100006,,
196306,跳跳鼠,100004,,100004,,
196308,古树精,100013,,100013,,
196309,寒霜狼,100011,,100011,,
196310,上官清,100031,,100031,,
196311,灵猴,100023,,100023,,
196312,强盗,100002,,100002,,
196402,硬壳龟,100027,,100027,,
196403,小乌龟,100001,,100001,,
196404,木鱼怪,100026,,100026,,
196405,小乌龟,100001,,100001,,
196406,异面怪,100009,,100009,,
196408,小僵尸,100019,,100019,,
196409,邪毒蜂,100018,,100018,,
196410,剑齿虎,20006,,20006,,
196411,剑魂,100012,,100012,,
196412,硬壳龟,100027,,100027,,
196502,石狮,100007,,100007,,
196503,小骷髅,100003,,100003,,
196504,石狮,100007,,100007,,
196505,冰火螳螂,100016,,100016,,
196506,小乌龟,100001,,100001,,
196508,异面怪,100009,,100009,,
196509,麟鹿,100015,,100015,,
196510,上官清,100031,,100031,,
196511,利刃猿,100028,,100028,,
196512,冰火螳螂,100016,,100016,,
196610,混沌,100037,,100037,,
196702,邪毒蜂,100018,,100018,,
196703,强盗,100002,,100002,,
196704,五毒蝎,100021,,100021,,
196705,寒霜狼,100011,,100011,,
196706,邪毒蜂,100018,,100018,,
196708,蛮牛,100006,,100006,,
196709,石巨人,100024,,100024,,
196710,上官清,100031,,100031,,
196711,邪毒蜂,100018,,100018,,
196712,古树精,100013,,100013,,
196802,麟鹿,100015,,100015,,
196803,木鱼怪,100026,,100026,,
196804,白熊精,100008,,100008,,
196805,五毒蝎,100021,,100021,,
196806,炎魔,100017,,100017,,
196808,冰火螳螂,100016,,100016,,
196809,灵猴,100023,,100023,,
196810,黑水玄蛇,20010,,20010,,
196811,瞌睡蛇,100020,,100020,,
196812,蛮牛,100006,,100006,,
196910,魅,100040,,100040,,
197002,古树精,100013,,100013,,
197003,巫龟,100022,,100022,,
197004,利刃猿,100028,,100028,,
197005,白熊精,100008,,100008,,
197006,小骷髅,100003,,100003,,
197008,小乌龟,100001,,100001,,
197009,强盗,100002,,100002,,
197010,逸琼玄女,100032,,100032,,
197011,白熊精,100008,,100008,,
197012,邪毒蜂,100018,,100018,,
197110,靡籁,100036,,100036,,
197210,魅,100040,,100040,,
197302,寒霜狼,100011,,100011,,
197303,蛮牛,100006,,100006,,
197304,木鱼怪,100026,,100026,,
197305,小骷髅,100003,,100003,,
197306,石巨人,100024,,100024,,
197308,蛮牛,100006,,100006,,
197309,木鱼怪,100026,,100026,,
197310,逸琼玄女,100032,,100032,,
197311,白熊精,100008,,100008,,
197312,木鱼怪,100026,,100026,,
197402,木鱼怪,100026,,100026,,
197403,小乌龟,100001,,100001,,
197404,利刃猿,100028,,100028,,
197405,灵猴,100023,,100023,,
197406,寒霜狼,100011,,100011,,
197408,巫龟,100022,,100022,,
197409,剑魂,100012,,100012,,
197410,上官清,100031,,100031,,
197411,山精,100029,,100029,,
197412,灵猴,100023,,100023,,
197502,蚌精,100005,,100005,,
197503,邪毒蜂,100018,,100018,,
197504,异面怪,100009,,100009,,
197505,剑魂,100012,,100012,,
197506,冰火螳螂,100016,,100016,,
197508,魔爪花,100025,,100025,,
197509,五毒蝎,100021,,100021,,
197510,剑齿虎,20006,,20006,,
197511,剑魂,100012,,100012,,
197512,跳跳鼠,100004,,100004,,
197602,山精,100029,,100029,,
197603,瞌睡蛇,100020,,100020,,
197604,硬壳龟,100027,,100027,,
197605,麟鹿,100015,,100015,,
197606,蚌精,100005,,100005,,
197608,利刃猿,100028,,100028,,
197609,冰火螳螂,100016,,100016,,
197610,剑侠兔,20002,,20002,,
197611,异面怪,100009,,100009,,
197612,瞌睡蛇,100020,,100020,,
197710,魅,100040,,100040,,
197810,魅,100040,,100040,,
197902,木鱼怪,100026,,100026,,
197903,蝶精灵,100010,,100010,,
197904,蚌精,100005,,100005,,
197905,跳跳鼠,100004,,100004,,
197906,硬壳龟,100027,,100027,,
197908,蛮牛,100006,,100006,,
197909,石狮,100007,,100007,,
197910,玉冥真人,100033,,100033,,
197911,白熊精,100008,,100008,,
197912,小骷髅,100003,,100003,,
198002,瞌睡蛇,100020,,100020,,
198003,麟鹿,100015,,100015,,
198004,强盗,100002,,100002,,
198005,冰火螳螂,100016,,100016,,
198006,蛮牛,100006,,100006,,
198008,蚌精,100005,,100005,,
198009,小僵尸,100019,,100019,,
198010,月光蝶,20005,,20005,,
198011,山精,100029,,100029,,
198012,石狮,100007,,100007,,
198110,穷奇,100038,,100038,,
198210,靡籁,100036,,100036,,
198302,魔爪花,100025,,100025,,
198303,山精,100029,,100029,,
198304,冰火螳螂,100016,,100016,,
198305,山精,100029,,100029,,
198306,木鱼怪,100026,,100026,,
198308,麟鹿,100015,,100015,,
198309,小僵尸,100019,,100019,,
198310,云中子,100034,,100034,,
198311,魔爪花,100025,,100025,,
198312,白熊精,100008,,100008,,
198410,靡籁,100036,,100036,,
198510,靡籁,100036,,100036,,
198602,寒霜狼,100011,,100011,,
198603,蚌精,100005,,100005,,
198604,蛮牛,100006,,100006,,
198605,蚌精,100005,,100005,,
198606,强盗,100002,,100002,,
198608,巫龟,100022,,100022,,
198609,跳跳鼠,100004,,100004,,
198610,上官清,100031,,100031,,
198611,小骷髅,100003,,100003,,
198612,灵猴,100023,,100023,,
198702,古树精,100013,,100013,,
198703,硬壳龟,100027,,100027,,
198704,跳跳鼠,100004,,100004,,
198705,石巨人,100024,,100024,,
198706,寒霜狼,100011,,100011,,
198708,石狮,100007,,100007,,
198709,麟鹿,100015,,100015,,
198710,月光蝶,20005,,20005,,
198711,跳跳鼠,100004,,100004,,
198712,利刃猿,100028,,100028,,
198802,蝶精灵,100010,,100010,,
198803,蚌精,100005,,100005,,
198804,山精,100029,,100029,,
198805,炎魔,100017,,100017,,
198806,瞌睡蛇,100020,,100020,,
198808,古树精,100013,,100013,,
198809,白熊精,100008,,100008,,
198810,黑水玄蛇,20010,,20010,,
198811,山精,100029,,100029,,
198812,小乌龟,100001,,100001,,
198902,小骷髅,100003,,100003,,
198903,石狮,100007,,100007,,
198904,小乌龟,100001,,100001,,
198905,强盗,100002,,100002,,
198906,麟鹿,100015,,100015,,
198908,强盗,100002,,100002,,
198909,炎魔,100017,,100017,,
198910,上官清,100031,,100031,,
198911,利刃猿,100028,,100028,,
198912,邪毒蜂,100018,,100018,,
199002,白熊精,100008,,100008,,
199003,木鱼怪,100026,,100026,,
199004,木鱼怪,100026,,100026,,
199005,异面怪,100009,,100009,,
199006,瞌睡蛇,100020,,100020,,
199008,蚌精,100005,,100005,,
199009,麟鹿,100015,,100015,,
199010,忠勇兔,20011,,20011,,
199011,跳跳鼠,100004,,100004,,
199012,古树精,100013,,100013,,
199102,剑魂,100012,,100012,,
199103,小骷髅,100003,,100003,,
199104,蝶精灵,100010,,100010,,
199105,魔爪花,100025,,100025,,
199106,蝶精灵,100010,,100010,,
199108,巫龟,100022,,100022,,
199109,木鱼怪,100026,,100026,,
199110,剑齿虎,20006,,20006,,
199111,冰火螳螂,100016,,100016,,
199112,利刃猿,100028,,100028,,
199202,炎魔,100017,,100017,,
199203,跳跳鼠,100004,,100004,,
199204,魔爪花,100025,,100025,,
199205,古树精,100013,,100013,,
199206,硬壳龟,100027,,100027,,
199208,强盗,100002,,100002,,
199209,炎魔,100017,,100017,,
199210,云中子,100034,,100034,,
199211,巫龟,100022,,100022,,
199212,古树精,100013,,100013,,
199302,强盗,100002,,100002,,
199303,灵猴,100023,,100023,,
199304,邪毒蜂,100018,,100018,,
199305,林妖,100014,,100014,,
199306,五毒蝎,100021,,100021,,
199308,小乌龟,100001,,100001,,
199309,硬壳龟,100027,,100027,,
199310,玉冥真人,100033,,100033,,
199311,小乌龟,100001,,100001,,
199312,冰火螳螂,100016,,100016,,
199402,麟鹿,100015,,100015,,
199403,小骷髅,100003,,100003,,
199404,魔爪花,100025,,100025,,
199405,蝶精灵,100010,,100010,,
199406,强盗,100002,,100002,,
199408,剑魂,100012,,100012,,
199409,五毒蝎,100021,,100021,,
199410,地域三头犬,20008,,20008,,
199411,山精,100029,,100029,,
199412,异面怪,100009,,100009,,
199502,灵猴,100023,,100023,,
199503,石狮,100007,,100007,,
199504,小骷髅,100003,,100003,,
199505,利刃猿,100028,,100028,,
199506,麟鹿,100015,,100015,,
199508,瞌睡蛇,100020,,100020,,
199509,跳跳鼠,100004,,100004,,
199510,剑侠兔,20002,,20002,,
199511,小骷髅,100003,,100003,,
199512,五毒蝎,100021,,100021,,
199602,麟鹿,100015,,100015,,
199603,山精,100029,,100029,,
199604,蚌精,100005,,100005,,
199605,石巨人,100024,,100024,,
199606,小僵尸,100019,,100019,,
199608,蚌精,100005,,100005,,
199609,寒霜狼,100011,,100011,,
199610,宠物剑邪,100030,,100030,,
199611,小乌龟,100001,,100001,,
199612,石狮,100007,,100007,,
199702,瞌睡蛇,100020,,100020,,
199703,麟鹿,100015,,100015,,
199704,石狮,100007,,100007,,
199705,木鱼怪,100026,,100026,,
199706,灵猴,100023,,100023,,
199708,跳跳鼠,100004,,100004,,
199709,小僵尸,100019,,100019,,
199710,忠勇兔,20011,,20011,,
199711,瞌睡蛇,100020,,100020,,
199712,强盗,100002,,100002,,
199802,寒霜狼,100011,,100011,,
199803,蚌精,100005,,100005,,
199804,林妖,100014,,100014,,
199805,白熊精,100008,,100008,,
199806,跳跳鼠,100004,,100004,,
199808,利刃猿,100028,,100028,,
199809,异面怪,100009,,100009,,
199810,玉冥真人,100033,,100033,,
199811,小乌龟,100001,,100001,,
199812,邪毒蜂,100018,,100018,,
199902,石巨人,100024,,100024,,
199903,石巨人,100024,,100024,,
199904,灵猴,100023,,100023,,
199905,石巨人,100024,,100024,,
199906,灵猴,100023,,100023,,
199908,冰火螳螂,100016,,100016,,
199909,蝶精灵,100010,,100010,,
199910,上官清,100031,,100031,,
199911,硬壳龟,100027,,100027,,
199912,石狮,100007,,100007,,
200002,小骷髅,100003,,100003,,
200003,邪毒蜂,100018,,100018,,
200004,跳跳鼠,100004,,100004,,
200005,魔爪花,100025,,100025,,
200006,蛮牛,100006,,100006,,
200008,小乌龟,100001,,100001,,
200009,小骷髅,100003,,100003,,
200010,鲛人,20001,,20001,,
200011,小骷髅,100003,,100003,,
200012,强盗,100002,,100002,,
200102,硬壳龟,100027,,100027,,
200103,白熊精,100008,,100008,,
200104,寒霜狼,100011,,100011,,
200105,小骷髅,100003,,100003,,
200106,冰火螳螂,100016,,100016,,
200108,蝶精灵,100010,,100010,,
200109,剑魂,100012,,100012,,
200110,九尾狐,20007,,20007,,
200111,跳跳鼠,100004,,100004,,
200112,白熊精,100008,,100008,,
200202,小僵尸,100019,,100019,,
200203,寒霜狼,100011,,100011,,
200204,跳跳鼠,100004,,100004,,
200205,小乌龟,100001,,100001,,
200206,剑魂,100012,,100012,,
200208,瞌睡蛇,100020,,100020,,
200209,跳跳鼠,100004,,100004,,
200210,月光蝶,20005,,20005,,
200211,石狮,100007,,100007,,
200212,跳跳鼠,100004,,100004,,
200302,石巨人,100024,,100024,,
200303,木鱼怪,100026,,100026,,
200304,灵猴,100023,,100023,,
200305,冰火螳螂,100016,,100016,,
200306,小乌龟,100001,,100001,,
200308,林妖,100014,,100014,,
200309,林妖,100014,,100014,,
200310,剑齿虎,20006,,20006,,
200311,小骷髅,100003,,100003,,
200312,小乌龟,100001,,100001,,
200402,剑魂,100012,,100012,,
200403,山精,100029,,100029,,
200404,石狮,100007,,100007,,
200405,硬壳龟,100027,,100027,,
200406,邪毒蜂,100018,,100018,,
200408,邪毒蜂,100018,,100018,,
200409,剑魂,100012,,100012,,
